name	length	run_2785_s_1_withindex_sequence.txt_AATTCAT	run_2785_s_1_withindex_sequence.txt_AGGCGAA	run_2785_s_1_withindex_sequence.txt_CTGCAAT	run_2785_s_1_withindex_sequence.txt_GGAGTCC	run_2785_s_1_withindex_sequence.txt_GTAAAAA	run_2785_s_1_withindex_sequence.txt_TGGCATA
AL117332.1	974	0	0	1	0	2	1
AL117335.1	1607	27	22	10	16	9	9
AL117336.1	380	0	0	1	0	0	0
AL117336.2	335	5	4	7	9	6	6
AL117336.3	1412	18	11	4	13	6	23
AL117337.1	444	0	1	2	1	9	0
AL117338.1	631	0	0	9	1	15	0
AL117339.1	1534	0	3	5	0	2	0
AL117339.2	180	0	0	0	0	0	0
AL117339.3	162	0	0	1	0	1	0
AL117339.4	7063	17	31	16	25	30	9
AL117339.5	3955	8	9	4	2	10	11
AL117341.1	373	1	1	2	3	6	3
AL117342.1	406	0	1	6	3	4	0
AL117344.1	616	0	0	2	1	6	3
AL117348.1	342	0	0	1	0	0	0
AL117348.2	1625	0	0	0	0	0	0
AL117350.1	640	7	2	1	0	2	1
AL117351.1	766	0	1	2	0	2	0
AL117351.2	157	0	0	0	0	0	0
AL117372.1	459	0	0	0	0	2	0
AL117378.1	3017	0	5	27	2	25	0
AL117378.2	1337	0	2	8	1	6	0
AL117379.1	677	3	2	2	2	2	0
AL117381.1	374	17	15	4	17	4	5
AL117382.1	906	7	9	11	2	15	0
AL117382.2	403	1	0	0	0	2	0
AL117692.1	713	0	1	1	1	4	0
AL117694.1	300	0	0	0	0	0	0
AL118496.1	1812	2	2	14	1	21	0
AL118496.2	230	1	0	1	0	2	0
AL118505.1	1932	3	5	10	1	8	1
AL118506.1	3082	18	12	13	24	11	24
AL118508.1	2347	2	1	5	6	7	2
AL118508.2	673	0	0	3	2	4	0
AL118508.3	1854	5	4	2	0	3	0
AL118508.4	1176	0	0	4	6	8	3
AL118511.1	794	0	1	9	4	4	3
AL118511.2	311	2	3	0	0	2	2
AL118516.1	670	8	2	2	4	0	1
AL118520.1	291	0	0	0	0	1	0
AL118522.1	560	0	1	2	2	1	0
AL118522.2	615	0	0	2	1	5	0
AL118523.1	480	1	2	8	6	7	0
AL118556.1	502	11	8	6	5	8	12
AL118556.2	824	0	0	3	0	2	1
AL118557.1	440	0	0	5	0	1	0
AL118558.1	1240	5	2	6	4	5	1
AL118558.2	238	1	1	0	4	0	4
AL118558.3	1079	2	0	2	8	7	1
AL118558.4	648	3	1	0	5	8	1
AL121574.1	419	0	0	2	0	0	1
AL121576.1	276	0	0	1	0	1	0
AL121578.1	892	0	0	1	3	3	0
AL121578.2	447	0	5	10	0	10	0
AL121578.3	710	3	2	8	0	12	0
AL121579.1	305	1	0	2	1	6	0
AL121579.2	590	2	1	1	1	2	0
AL121580.1	219	0	0	3	0	0	0
AL121583.1	682	2	3	2	3	3	3
AL121584.1	519	1	0	5	3	3	3
AL121590.1	458	0	0	3	0	1	0
AL121594.1	575	0	0	3	0	3	0
AL121594.2	472	0	0	0	0	1	0
AL121594.3	3857	0	0	0	0	0	0
AL121594.4	1196	16	13	17	28	19	26
AL121594.5	573	5	5	7	7	4	7
AL121594.6	261	0	0	8	0	2	2
AL121601.1	326	2	2	5	4	0	1
AL121601.2	707	10	8	5	8	4	7
AL121603.1	142	0	0	0	0	0	0
AL121603.2	2117	2	1	3	0	1	3
AL121612.1	615	0	0	1	0	4	1
AL121612.2	482	0	0	4	1	3	0
AL121652.1	448	5	12	1	3	4	7
AL121655.1	308	3	2	0	3	0	3
AL121656.1	482	4	4	6	0	7	0
AL121657.1	531	0	0	3	0	6	0
AL121658.1	712	1	1	1	0	1	1
AL121672.1	1181	33	25	9	43	8	71
AL121672.2	867	45	54	12	68	9	80
AL121672.3	468	1	2	1	0	0	2
AL121694.1	671	0	0	0	0	0	0
AL121718.1	387	0	1	4	0	1	0
AL121721.1	568	0	0	7	1	6	0
AL121722.1	4849	0	0	0	0	0	0
AL121723.1	1519	0	2	1	0	2	0
AL121748.1	552	0	0	3	1	3	0
AL121748.2	781	16	13	2	11	0	8
AL121749.1	3634	2	1	9	4	15	0
AL121753.1	529	0	0	0	1	1	1
AL121753.2	1461	3	2	5	4	4	2
AL121757.1	1964	2	1	3	7	6	5
AL121757.2	313	0	1	0	0	1	0
AL121758.1	2714	1	1	0	2	2	1
AL121759.1	1110	1	3	6	5	6	6
AL121759.2	670	0	0	3	2	1	0
AL121760.1	346	1	2	9	1	9	0
AL121761.1	1089	25	27	7	32	7	40
AL121761.2	1648	0	0	5	2	9	1
AL121766.1	487	0	0	1	1	4	0
AL121768.1	2544	1	3	8	5	19	0
AL121769.1	401	0	0	3	1	3	0
AL121772.1	2335	34	15	16	12	18	15
AL121772.2	297	2	1	1	3	1	4
AL121772.3	674	104	77	5	120	6	91
AL121776.1	372	0	0	4	1	3	0
AL121781.1	168	0	0	2	0	0	0
AL121782.1	413	0	0	0	3	1	0
AL121785.1	708	0	0	1	4	1	0
AL121787.1	935	0	0	0	0	1	3
AL121790.1	738	0	2	2	0	2	0
AL121790.2	532	5	2	5	3	11	0
AL121796.1	466	0	0	1	0	1	0
AL121809.1	849	1	1	4	5	9	0
AL121809.2	341	0	1	2	1	4	0
AL121820.1	461	0	0	2	0	3	0
AL121820.2	279	0	0	0	0	1	0
AL121821.1	530	0	1	6	2	5	1
AL121821.2	394	0	1	2	0	2	0
AL121823.1	741	0	1	18	2	16	0
AL121827.1	3410	0	0	4	0	2	0
AL121829.1	376	0	2	5	0	4	0
AL121829.2	328	0	0	0	1	0	0
AL121830.1	2464	2	1	11	2	19	0
AL121832.1	1386	0	0	3	0	7	0
AL121832.2	668	4	0	0	0	0	1
AL121832.3	3700	1	2	6	6	8	7
AL121834.1	509	9	7	4	2	2	2
AL121835.1	354	0	0	4	2	0	0
AL121835.2	3502	4	7	15	2	17	1
AL121839.1	1185	0	2	3	6	6	0
AL121839.2	6943	9	14	46	33	52	7
AL121845.1	471	0	0	0	0	0	0
AL121845.2	586	0	0	0	0	0	0
AL121845.3	3190	0	0	0	0	0	0
AL121845.4	306	2	4	1	2	0	3
AL121852.1	430	2	3	5	6	5	1
AL121871.1	436	1	1	6	0	5	0
AL121872.1	469	0	0	0	0	0	0
AL121873.1	524	0	2	4	0	1	0
AL121877.1	622	1	4	0	2	8	1
AL121878.1	859	0	0	5	0	8	0
AL121882.1	417	0	0	0	0	0	0
AL121885.1	451	1	0	2	0	3	0
AL121885.2	819	0	0	3	5	3	0
AL121885.3	115	1	0	0	0	1	0
AL121886.1	435	0	0	1	0	1	0
AL121890.1	205	0	0	1	0	0	0
AL121890.2	465	0	1	3	1	3	0
AL121890.3	516	0	0	3	1	5	1
AL121890.4	609	4	1	8	3	13	1
AL121890.5	304	0	2	1	1	1	0
AL121892.1	833	1	3	20	7	18	0
AL121894.1	436	0	0	2	0	2	0
AL121894.2	491	0	0	1	0	1	0
AL121895.1	2849	1	0	2	0	4	0
AL121895.2	447	1	0	0	0	1	0
AL121899.1	546	2	0	6	0	7	0
AL121900.1	1695	5	6	4	7	8	4
AL121901.1	366	0	2	0	0	0	0
AL121902.1	459	0	0	0	0	1	0
AL121904.1	1352	0	3	7	0	3	0
AL121906.1	440	0	1	2	0	1	0
AL121906.2	723	4	6	5	4	5	8
AL121908.1	682	0	2	1	4	5	3
AL121910.1	500	0	0	3	1	5	0
AL121912.1	238	0	0	0	1	1	0
AL121914.1	156	0	0	0	0	0	0
AL121916.1	308	1	0	0	0	0	0
AL121917.1	1521	10	5	10	4	3	6
AL121917.2	390	0	0	2	3	4	1
AL121928.1	521	0	0	0	0	0	0
AL121929.1	524	1	0	1	0	1	0
AL121929.2	1432	36	27	7	55	5	34
AL121932.1	214	2	1	3	1	4	0
AL121936.1	2884	2	6	27	2	24	2
AL121936.2	662	0	1	6	1	10	0
AL121944.1	686	6	3	8	3	8	1
AL121949.1	968	2	3	15	4	28	0
AL121949.2	1548	1	3	11	2	11	0
AL121949.3	385	0	0	1	0	3	0
AL121950.1	2077	2	2	19	8	21	1
AL121952.1	547	33	29	13	35	12	43
AL121955.1	303	1	0	5	0	1	0
AL121956.1	1548	0	2	5	1	8	2
AL121956.4	581	0	0	1	0	1	0
AL121956.5	221	0	0	0	1	0	0
AL121957.1	604	6	4	6	12	6	10
AL121970.1	929	3	5	14	4	23	0
AL121972.1	252	1	1	2	0	0	0
AL121972.2	804	0	3	2	0	3	0
AL121974.1	377	0	0	2	3	2	0
AL121977.1	979	0	0	6	1	7	0
AL121978.1	359	0	0	1	0	1	1
AL121983.1	335	3	1	1	2	1	1
AL121983.2	1158	6	6	13	13	11	11
AL121985.1	4121	7	7	35	9	29	0
AL121985.2	555	0	0	3	1	0	0
AL121985.3	523	0	1	3	0	4	0
AL121987.1	645	0	0	2	0	2	0
AL121987.2	1578	68	66	8	30	8	34
AL121988.1	560	0	0	0	0	1	0
AL121989.1	746	14	10	5	11	7	13
AL121990.1	591	0	0	7	2	3	1
AL121992.1	2845	0	4	22	3	33	0
AL121992.2	256	1	0	0	0	0	0
AL121992.3	346	2	0	0	1	0	2
AL121994.1	402	0	0	1	0	2	0
AL121999.1	332	0	0	2	1	3	0
AL122001.1	370	1	2	3	0	2	1
AL122003.1	784	0	5	7	0	6	0
AL122008.1	452	0	3	2	0	2	0
AL122008.2	570	0	0	2	0	4	0
AL122008.3	1723	5	2	6	1	10	0
AL122008.4	388	0	0	0	0	2	0
AL122010.1	720	4	2	3	2	3	6
AL122013.1	801	0	1	9	2	3	0
AL122016.1	367	1	3	15	2	9	0
AL122017.1	786	26	23	11	27	8	44
AL122018.1	2310	0	3	11	1	3	0
AL122019.1	938	0	3	3	2	6	0
AL122020.1	459	8	7	5	17	1	14
AL122023.1	530	1	2	4	2	1	0
AL122034.1	497	0	2	3	1	1	0
AL122035.1	550	14	8	3	27	6	26
AL122035.2	1870	4	6	2	14	2	7
AL122058.1	1293	0	0	0	2	4	2
AL122125.1	600	1	0	2	0	3	2
AL122126.1	1318	1	5	16	3	10	0
AL122127.1	327	0	1	0	0	2	0
AL132639.1	475	0	0	1	0	3	0
AL132639.2	1359	2	1	1	2	2	1
AL132639.3	530	0	0	3	0	3	0
AL132640.1	619	1	1	4	1	6	0
AL132640.2	1698	4	4	17	5	21	0
AL132640.3	177	0	0	4	0	2	0
AL132642.1	553	133	111	14	83	14	78
AL132642.2	1998	3	0	13	1	11	0
AL132655.1	1153	0	2	5	1	3	2
AL132655.2	594	3	0	0	1	0	1
AL132655.3	1619	0	1	11	1	12	0
AL132656.1	490	0	0	0	0	0	0
AL132656.2	1837	6	5	2	3	2	9
AL132656.3	1595	2	1	0	0	1	1
AL132656.4	2122	1	1	0	3	0	1
AL132657.1	712	7	5	4	1	7	2
AL132657.2	358	0	2	5	2	3	0
AL132671.1	308	0	0	2	1	4	0
AL132671.2	930	0	0	0	0	0	0
AL132708.1	568	0	0	1	1	4	1
AL132709.1	1283	0	1	2	3	1	0
AL132711.1	722	0	0	0	0	3	0
AL132712.1	582	0	1	7	0	1	0
AL132712.2	127	0	0	1	3	0	0
AL132719.1	423	1	3	3	3	10	0
AL132765.1	553	7	5	5	5	8	12
AL132765.2	351	6	0	1	2	3	2
AL132777.1	618	0	1	3	4	7	4
AL132780.1	989	0	4	5	8	8	1
AL132780.2	1462	17	22	10	17	21	7
AL132780.3	835	0	0	0	0	0	0
AL132780.4	1135	6	6	5	8	5	3
AL132780.5	1625	1	0	4	2	0	2
AL132796.1	479	0	0	1	0	5	0
AL132796.2	1851	0	2	7	1	3	1
AL132796.3	900	0	0	1	0	3	0
AL132800.1	698	0	1	1	2	1	0
AL132801.1	1006	0	0	3	0	7	0
AL132819.1	208	1	0	1	0	3	0
AL132821.1	394	5	6	6	13	5	11
AL132822.1	513	0	0	0	1	0	0
AL132838.1	542	1	1	2	0	1	1
AL132838.2	314	3	2	2	2	1	0
AL132855.1	207	6	9	0	4	0	9
AL132857.1	708	0	1	2	0	3	0
AL132857.2	1737	0	0	8	1	10	0
AL132875.1	949	0	2	16	0	5	0
AL132875.2	325	0	0	0	0	1	0
AL132989.1	576	30	24	12	25	4	48
AL132994.1	400	0	0	1	0	1	0
AL132994.2	687	0	1	3	0	4	0
AL132996.1	1431	0	3	9	0	10	0
AL133153.1	303	0	0	1	0	1	1
AL133153.2	303	1	1	0	0	0	0
AL133162.1	453	1	1	15	2	12	0
AL133163.1	949	0	0	2	0	4	0
AL133163.2	624	1	4	8	1	9	0
AL133163.3	504	0	0	1	0	1	0
AL133166.1	1775	0	3	16	7	13	1
AL133167.1	865	2	4	1	1	6	1
AL133173.1	397	0	1	3	0	0	0
AL133173.2	90	0	0	0	0	0	0
AL133215.1	342	0	1	0	0	0	0
AL133215.2	977	2	1	2	1	3	0
AL133215.3	448	5	1	0	0	2	0
AL133216.1	727	0	0	0	0	2	1
AL133216.2	7213	68	51	26	69	29	47
AL133217.1	425	0	0	0	0	0	0
AL133227.1	594	2	0	6	2	2	0
AL133230.1	4587	95	92	27	68	26	37
AL133232.1	483	0	0	0	0	1	0
AL133240.1	580	0	0	2	0	4	0
AL133241.1	487	1	3	5	1	0	0
AL133243.1	366	0	1	0	0	2	0
AL133243.2	1621	24	22	13	28	11	17
AL133243.3	3004	73	66	36	107	27	109
AL133243.4	3109	18	17	11	29	16	29
AL133244.1	258	2	1	1	0	0	1
AL133245.1	1365	5	5	3	12	6	13
AL133247.1	646	1	1	13	0	10	0
AL133247.2	482	0	1	0	0	1	0
AL133255.1	441	0	0	1	0	0	0
AL133260.1	405	2	0	5	0	2	0
AL133260.2	396	1	1	0	0	1	1
AL133264.1	562	1	0	7	3	4	0
AL133264.2	557	2	1	6	1	12	0
AL133267.1	340	1	2	10	1	4	0
AL133268.1	1401	0	2	6	1	2	0
AL133268.2	430	0	1	0	0	0	0
AL133268.3	577	0	5	11	2	8	0
AL133268.4	472	0	0	1	0	2	0
AL133270.1	279	0	1	0	2	1	0
AL133271.1	291	1	2	3	0	10	0
AL133279.1	608	0	1	8	0	10	0
AL133279.2	428	0	0	3	1	0	0
AL133279.3	2352	4	3	17	0	12	0
AL133284.1	4996	6	11	32	24	33	20
AL133297.1	404	1	0	1	0	0	0
AL133297.2	485	1	1	2	0	1	0
AL133299.1	507	0	0	1	0	0	0
AL133304.1	549	0	0	2	1	4	0
AL133304.2	886	1	3	6	1	6	0
AL133304.3	477	0	2	3	0	5	0
AL133319.1	777	0	1	5	2	3	0
AL133320.1	2352	0	0	4	1	5	0
AL133325.1	382	0	0	1	0	1	0
AL133325.2	449	0	0	1	0	1	0
AL133325.3	3674	1	2	4	1	6	0
AL133329.1	478	0	1	3	0	1	0
AL133330.1	704	1	8	12	6	6	3
AL133330.2	776	2	0	2	2	2	1
AL133338.1	1517	6	8	14	9	14	7
AL133338.2	736	1	0	4	0	1	0
AL133342.1	366	0	2	1	0	3	1
AL133343.1	870	0	2	3	0	0	0
AL133343.2	370	0	0	0	0	0	0
AL133343.3	469	0	0	0	1	0	0
AL133346.1	495	0	0	0	0	0	0
AL133351.1	539	0	0	1	1	2	0
AL133351.2	484	0	0	3	0	2	0
AL133351.3	193	0	0	0	0	1	0
AL133351.4	631	0	0	0	0	0	0
AL133351.5	106	0	0	1	0	1	1
AL133352.1	2139	0	0	0	0	0	0
AL133353.1	303	0	0	3	0	0	0
AL133355.1	2388	36	42	19	42	15	34
AL133367.1	4063	14	10	16	29	15	21
AL133368.1	814	4	1	1	3	0	1
AL133368.2	386	2	1	2	2	3	6
AL133370.1	537	0	0	4	0	4	0
AL133370.2	439	0	1	3	0	5	1
AL133371.1	764	1	1	4	0	6	0
AL133371.2	294	0	0	1	0	4	0
AL133371.3	583	4	10	8	2	20	0
AL133372.1	745	0	9	23	7	23	1
AL133372.2	1774	1	9	39	14	41	1
AL133372.3	821	0	2	7	3	4	1
AL133373.1	94	0	1	1	0	0	0
AL133373.2	2828	6	3	19	4	22	0
AL133375.1	980	0	0	0	0	0	0
AL133380.1	324	0	0	0	0	1	0
AL133383.1	901	1	1	6	3	7	0
AL133383.2	2336	0	0	7	3	15	0
AL133384.1	351	11	12	2	28	2	24
AL133384.2	2954	43	26	34	37	21	31
AL133387.1	382	0	0	1	0	4	0
AL133387.2	2222	0	2	10	2	8	0
AL133387.3	522	0	3	0	4	3	5
AL133388.1	287	0	0	1	0	1	0
AL133393.1	287	0	0	0	0	1	0
AL133396.1	687	0	0	1	1	0	0
AL133396.2	397	1	0	1	0	3	0
AL133399.1	298	0	0	5	2	3	0
AL133406.1	747	3	6	9	2	6	3
AL133406.2	1198	17	20	25	15	25	8
AL133406.3	541	1	5	15	1	7	1
AL133410.1	952	3	1	1	3	3	0
AL133410.2	696	0	0	0	0	0	0
AL133412.1	2992	5	5	19	5	16	1
AL133415.1	706	0	0	0	0	0	0
AL133417.1	688	0	1	4	1	3	1
AL133419.1	640	0	0	0	3	2	0
AL133445.1	452	0	0	5	0	0	0
AL133445.2	527	16	18	16	28	13	27
AL133453.1	581	0	0	0	0	0	0
AL133456.1	577	0	0	4	0	0	0
AL133457.1	987	1	0	13	6	8	1
AL133461.1	268	0	0	0	0	0	0
AL133464.1	4533	0	7	30	10	35	0
AL133465.1	512	1	0	2	1	2	0
AL133466.1	150	0	0	1	0	0	0
AL133467.1	993	0	0	4	3	3	0
AL133467.2	1714	0	6	13	1	12	0
AL133467.3	3672	0	0	1	0	1	0
AL133467.4	725	0	1	2	0	1	0
AL133475.1	305	0	1	2	5	5	0
AL133477.1	514	1	3	2	1	5	0
AL133480.1	638	2	2	9	4	2	4
AL133480.2	487	0	1	2	1	4	0
AL133481.1	511	0	0	0	1	1	1
AL133481.2	726	0	1	10	0	7	0
AL133481.3	333	0	0	0	0	0	0
AL133482.1	498	0	0	0	0	1	0
AL133485.1	392	2	4	2	1	4	0
AL133492.1	3955	12	14	19	12	28	2
AL133499.1	608	0	0	2	0	0	0
AL133507.1	557	0	0	3	0	2	0
AL133516.1	540	0	0	2	0	0	0
AL133517.1	748	9	4	2	8	2	7
AL133520.1	700	8	9	8	7	10	4
AL133523.1	331	3	0	4	4	4	3
AL133547.1	220	1	0	1	1	2	0
AL133551.1	1222	2	1	6	3	2	1
AL133553.1	353	2	0	4	3	3	0
AL135744.1	629	0	1	5	2	4	0
AL135746.1	547	0	2	15	5	8	1
AL135752.1	471	5	3	7	0	10	1
AL135785.1	399	0	0	0	0	2	0
AL135786.1	214	2	0	0	1	1	1
AL135786.2	615	0	0	1	2	2	0
AL135787.1	302	0	0	1	0	1	0
AL135790.1	157	0	0	0	0	0	0
AL135790.2	267	0	1	3	0	1	0
AL135791.1	826	0	2	5	2	6	2
AL135818.1	1916	11	10	15	4	10	2
AL135818.2	705	3	1	1	0	1	1
AL135838.1	606	3	1	2	0	0	0
AL135901.1	333	0	2	6	1	5	0
AL135902.1	384	1	0	3	1	9	2
AL135903.1	1590	1	2	14	8	22	1
AL135905.1	801	0	5	2	1	6	0
AL135905.2	1404	0	1	8	5	5	1
AL135908.1	826	0	0	3	0	3	0
AL135923.1	196	0	4	4	4	6	1
AL135923.2	501	0	2	6	2	8	0
AL135924.1	423	0	1	4	0	5	0
AL135924.2	361	0	1	2	0	1	0
AL135925.1	1701	1	0	0	0	0	0
AL135929.1	552	0	0	4	0	4	0
AL135929.2	505	0	1	7	4	3	0
AL135933.1	802	0	0	2	0	1	1
AL135934.1	537	0	0	1	0	5	0
AL135936.1	998	5	4	6	2	8	0
AL135937.1	729	2	2	3	1	3	0
AL135938.1	297	0	0	1	0	4	0
AL135960.1	4036	6	10	14	3	20	4
AL135978.1	1266	0	0	2	0	4	1
AL135999.1	3243	0	2	2	1	1	0
AL135999.2	1686	1	3	3	2	5	0
AL135999.3	812	0	5	3	3	4	0
AL136018.1	947	0	0	9	0	12	0
AL136038.1	351	1	0	1	0	3	0
AL136038.2	283	0	0	0	0	0	0
AL136038.3	1096	2	1	9	2	12	2
AL136038.4	1261	2	6	8	4	17	1
AL136038.5	554	1	2	4	0	1	1
AL136040.1	601	0	2	3	3	3	1
AL136040.2	1130	2	0	12	2	10	1
AL136084.1	318	0	0	2	0	2	0
AL136084.2	4778	1	14	22	5	30	0
AL136084.3	439	2	0	1	0	2	0
AL136087.1	426	0	0	2	0	0	0
AL136088.1	909	0	3	3	2	5	0
AL136090.1	366	0	0	0	0	3	0
AL136097.1	913	0	0	1	1	3	1
AL136097.2	333	2	1	3	0	4	1
AL136097.3	505	1	0	1	0	3	0
AL136099.1	557	0	4	5	1	6	0
AL136100.1	330	0	0	1	2	2	0
AL136115.1	517	2	4	9	4	1	4
AL136115.2	587	2	0	3	1	3	2
AL136115.3	1873	2	2	13	0	7	0
AL136116.1	381	3	1	1	1	2	1
AL136116.2	785	3	2	5	12	2	15
AL136116.3	1138	0	4	7	8	8	9
AL136126.1	402	2	1	0	1	0	0
AL136131.1	803	0	0	4	0	2	0
AL136131.2	348	0	0	1	1	0	0
AL136131.3	188	0	0	0	0	0	0
AL136133.1	376	9	20	9	20	10	23
AL136139.1	222	1	0	0	1	2	0
AL136140.1	473	0	0	0	1	0	0
AL136140.2	1705	1	0	3	2	7	0
AL136141.1	369	1	1	2	2	1	0
AL136146.1	1667	2	4	11	3	27	0
AL136146.2	494	0	0	0	0	1	0
AL136162.1	1078	0	1	2	0	5	0
AL136164.1	352	24	20	23	19	11	20
AL136164.2	732	0	0	0	0	0	0
AL136164.3	3978	237	239	127	297	116	385
AL136164.4	2135	178	185	89	204	71	286
AL136172.1	1394	1	2	3	0	10	1
AL136181.1	1924	1	4	8	1	7	0
AL136221.1	509	1	0	2	0	0	0
AL136226.1	802	2	0	4	0	5	0
AL136228.1	319	0	0	1	0	1	0
AL136231.1	730	1	1	4	3	4	0
AL136234.1	349	0	0	2	1	2	0
AL136295.1	2740	0	0	0	0	0	0
AL136295.2	747	1	3	3	1	2	2
AL136295.3	850	0	0	0	0	0	0
AL136295.4	4351	0	0	0	0	0	0
AL136295.5	4798	1	4	1	0	4	2
AL136295.6	658	4	3	2	6	1	2
AL136295.7	1200	19	20	13	31	11	20
AL136298.1	928	8	10	3	11	7	8
AL136298.2	1570	7	7	12	6	9	5
AL136298.3	445	3	6	6	4	7	9
AL136301.1	422	0	0	4	0	0	0
AL136304.1	509	1	0	0	2	0	2
AL136307.1	411	0	1	0	0	3	0
AL136309.1	691	3	2	5	4	8	1
AL136309.2	2277	8	10	13	6	18	5
AL136309.3	266	2	3	1	7	3	5
AL136309.4	640	1	1	2	1	5	0
AL136310.1	654	12	6	3	10	1	12
AL136311.1	4918	46	58	47	45	55	43
AL136313.1	202	0	0	0	0	0	0
AL136317.1	226	0	0	0	0	0	0
AL136317.2	2254	0	1	2	4	3	3
AL136317.3	906	0	0	0	0	0	0
AL136320.1	430	8	9	5	9	4	6
AL136322.1	548	0	0	2	1	1	0
AL136359.1	565	0	1	3	0	6	0
AL136360.1	1900	1	0	0	2	1	0
AL136360.2	581	2	0	3	1	7	0
AL136361.1	506	0	0	1	2	5	1
AL136363.1	337	0	1	3	0	1	0
AL136363.2	851	0	0	2	1	3	0
AL136366.1	1054	12	8	9	12	6	17
AL136368.1	401	0	2	2	2	4	0
AL136369.1	244	0	0	1	1	1	1
AL136369.2	537	1	2	4	5	5	5
AL136370.1	691	2	1	0	2	2	2
AL136372.1	228	0	0	0	0	0	0
AL136373.1	1449	0	0	1	0	3	0
AL136376.1	515	0	0	0	1	2	0
AL136379.1	2642	0	0	8	2	10	2
AL136380.1	162	1	0	1	4	1	4
AL136380.2	492	0	0	0	0	2	0
AL136418.1	975	2	4	11	4	8	4
AL136439.1	862	1	1	5	2	7	3
AL136452.1	439	0	0	2	3	7	0
AL136454.1	466	9	7	8	5	3	6
AL136455.1	1240	1	0	10	1	8	1
AL136460.1	473	1	0	3	1	7	1
AL136501.1	790	0	0	2	0	0	0
AL136520.1	1322	2	0	5	2	2	2
AL136526.1	2203	1	4	0	3	4	0
AL136528.1	754	0	0	5	1	7	1
AL136528.2	351	0	0	0	0	0	0
AL136529.1	610	0	0	1	0	6	0
AL136531.1	480	15	18	5	15	4	14
AL136531.2	1375	4	4	4	5	3	0
AL136531.3	3658	4	1	13	4	13	0
AL136537.1	840	0	4	5	3	3	0
AL136537.2	2534	2	2	15	1	8	0
AL136964.1	2990	0	3	6	2	15	1
AL136967.1	441	0	0	1	0	2	0
AL136967.2	743	0	0	0	0	3	0
AL136968.1	946	1	0	3	2	4	0
AL136968.2	354	2	1	4	1	7	4
AL136972.1	351	0	2	1	0	2	0
AL136979.1	1207	18	28	23	33	16	51
AL136980.1	543	5	2	6	4	6	1
AL136981.1	4835	1	8	13	0	16	0
AL136981.2	734	4	3	0	5	3	8
AL136982.1	4560	2	1	7	2	11	2
AL136982.2	234	0	0	1	0	0	0
AL136982.3	688	7	3	1	4	0	1
AL136982.4	1740	0	0	0	0	0	0
AL136982.5	294	0	1	0	0	1	0
AL136982.6	1238	0	0	0	1	0	0
AL136982.7	465	0	0	0	0	0	0
AL136984.1	1893	2	7	14	9	10	8
AL136985.1	395	0	1	3	0	2	0
AL136985.2	535	6	4	6	6	9	7
AL136985.3	4739	1	3	29	6	24	1
AL136987.1	396	8	13	3	10	7	9
AL136987.2	684	5	2	1	2	6	1
AL136988.1	1029	0	0	0	0	0	0
AL136988.2	861	3	1	3	7	7	8
AL137000.1	1244	3	2	2	3	5	2
AL137001.1	199	0	0	0	0	0	0
AL137002.1	182	1	0	0	0	0	1
AL137002.2	2238	10	13	0	6	6	5
AL137003.1	698	5	8	2	2	1	2
AL137003.2	2538	47	41	19	16	13	26
AL137005.1	719	3	1	15	2	18	1
AL137013.1	1228	9	11	7	12	3	21
AL137014.1	1226	0	0	8	0	14	0
AL137022.1	392	0	2	4	2	6	0
AL137024.1	728	3	1	6	4	2	1
AL137025.1	2378	7	12	34	19	35	11
AL137026.1	1452	0	0	2	1	2	0
AL137026.2	841	0	0	2	0	3	0
AL137027.1	444	0	0	0	0	2	0
AL137028.1	555	0	0	0	0	0	0
AL137028.2	256	0	0	3	0	1	0
AL137058.1	834	0	0	0	0	0	0
AL137058.2	985	0	0	0	0	0	0
AL137058.3	3099	0	3	2	0	8	1
AL137060.1	2648	3	3	5	0	7	1
AL137067.1	120	0	1	0	0	3	0
AL137067.2	131	0	0	0	1	0	0
AL137071.1	243	0	0	4	2	2	0
AL137072.1	466	0	2	0	4	3	1
AL137074.1	465	1	0	3	0	5	0
AL137076.1	551	1	0	4	0	2	0
AL137077.1	528	22	18	5	20	11	11
AL137077.2	1608	2	2	5	2	2	1
AL137078.1	404	1	0	1	0	0	0
AL137078.2	318	0	0	1	0	2	0
AL137100.1	1620	3	10	23	4	15	2
AL137100.2	315	0	2	7	2	5	3
AL137127.1	3402	4	7	10	5	7	9
AL137129.1	720	0	0	0	0	0	0
AL137141.1	4836	2	11	33	6	33	1
AL137145.1	2447	4	4	3	9	10	1
AL137145.2	3086	11	14	16	7	25	6
AL137159.1	512	1	1	5	2	1	0
AL137161.1	390	1	0	4	1	2	0
AL137186.1	480	0	1	2	2	4	0
AL137186.2	3912	17	13	27	15	30	8
AL137190.1	282	0	0	0	0	0	0
AL137191.1	814	0	1	5	0	4	0
AL137220.1	661	0	1	8	1	6	1
AL137222.1	1162	0	1	13	1	15	3
AL137224.1	389	2	0	6	0	5	0
AL137230.1	1122	0	0	2	0	2	0
AL137230.2	452	0	0	0	0	0	0
AL137244.1	865	5	1	3	0	2	0
AL137246.1	977	1	3	4	3	6	2
AL137246.2	662	0	0	12	2	12	0
AL137247.1	764	0	0	0	0	0	0
AL137779.1	599	25	18	13	35	7	43
AL137779.2	448	7	8	3	15	1	14
AL137779.3	729	34	27	13	47	20	44
AL137782.1	4178	243	220	109	274	77	377
